codigo_ocorrencia;codigo_ocorrencia2;ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;total_recomendacoes
42619;42619;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;30/07/2010;09:24:00;0
42638;42638;INCIDENTE;SÃO PAULO;SP;SBMT;30/07/2010;12:30:00;0
42425;42425;INCIDENTE;SÃO PEDRO DO IVAÍ;PR;****;31/07/2010;14:30:00;0
42506;42506;INCIDENTE;SÃO LUÍS;MA;SBSL;31/07/2010;13:51:00;0
42590;42590;INCIDENTE;SÃO LUÍS;MA;SBSL;01/08/2010;18:50:00;0
42286;42286;INCIDENTE;CUIABÁ;MT;****;02/08/2010;10:00:00;0
42446;42446;INCIDENTE;BAURU;SP;SBAE;02/08/2010;11:04:00;0
42626;42626;INCIDENTE;CURITIBA;PR;****;02/08/2010;01:40:00;0
42449;42449;ACIDENTE;SÃO FÉLIX DO XINGU;PA;****;03/08/2010;16:20:00;8
42443;42443;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;04/08/2010;13:27:00;0
42636;42636;INCIDENTE;GOIÂNIA;GO;****;04/08/2010;14:08:00;0
43035;43035;INCIDENTE;NAVEGANTES;SC;****;04/08/2010;12:30:00;0
43439;43439;INCIDENTE;MARINGÁ;PR;****;04/08/2010;17:10:00;0
42251;42251;INCIDENTE GRAVE;PIRANHAS;GO;****;05/08/2010;17:00:00;0
42323;42323;INCIDENTE GRAVE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;05/08/2010;12:01:00;0
42249;42249;INCIDENTE;BRASÍLIA;DF;SBBR;06/08/2010;23:55:00;0
42287;42287;ACIDENTE;SANTARÉM;PA;****;06/08/2010;20:20:00;2
42292;42292;INCIDENTE;CALDAS NOVAS;GO;****;07/08/2010;12:10:00;0
42303;42303;INCIDENTE GRAVE;CALDAS NOVAS;GO;****;07/08/2010;20:50:00;0
42284;42284;INCIDENTE;RIO DE JANEIRO;RJ;SBGL;10/08/2010;12:30:00;0
42427;42427;INCIDENTE GRAVE;PORTO ALEGRE;RS;SBPA;10/08/2010;21:46:00;1
42431;42431;INCIDENTE;NAVEGANTES;SC;****;10/08/2010;13:00:00;0
42461;42461;INCIDENTE;RECIFE;PE;SBRF;10/08/2010;13:25:00;0
42646;42646;INCIDENTE;JUIZ DE FORA;MG;****;10/08/2010;20:10:00;0
42713;42713;INCIDENTE;BRASÍLIA;DF;SBBR;10/08/2010;19:05:00;0
42263;42263;INCIDENTE;SALVADOR;BA;****;11/08/2010;12:52:00;0
42250;42250;ACIDENTE;RIO DE JANEIRO;RJ;SBRJ;12/08/2010;12:26:00;19
42756;42756;INCIDENTE;BELO HORIZONTE;MG;****;12/08/2010;19:59:00;0
42565;42565;ACIDENTE;GOIÂNIA;GO;****;13/08/2010;21:00:00;6
42433;42433;INCIDENTE;MACAÉ;RJ;****;15/08/2010;11:00:00;0
42742;42742;INCIDENTE;JUIZ DE FORA;MG;****;15/08/2010;15:35:00;0
42460;42460;INCIDENTE;SALVADOR;BA;****;17/08/2010;14:12:00;0
42434;42434;INCIDENTE;SÃO PAULO;SP;****;19/08/2010;17:00:00;0
42452;42452;INCIDENTE;SÃO JOSÉ DOS CAMPOS;SP;SBSJ;20/08/2010;13:18:00;0
42466;42466;INCIDENTE;RECIFE;PE;SBRF;20/08/2010;14:15:00;0
42456;42456;INCIDENTE;RIO DE JANEIRO;RJ;****;21/08/2010;16:35:00;0
42740;42740;INCIDENTE;RIO DE JANEIRO;RJ;****;21/08/2010;13:25:00;0
43729;43729;ACIDENTE;XINGUARA;PA;****;22/08/2010;15:30:00;0
42447;42447;INCIDENTE;ARAGUAÍNA;TO;****;23/08/2010;19:32:00;0
42458;42458;INCIDENTE;DIVINÓPOLIS;MG;SNDV;23/08/2010;19:30:00;0
42485;42485;INCIDENTE;AREALVA;SP;****;23/08/2010;15:15:00;0
42486;42486;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;23/08/2010;23:55:00;0
42368;42368;ACIDENTE;SÃO LUÍS;MA;****;24/08/2010;11:00:00;0
42388;42388;ACIDENTE;CACHOEIRA DO SUL;RS;SSKS;24/08/2010;19:40:00;1
42432;42432;INCIDENTE;LONDRINA;PR;****;24/08/2010;20:45:00;0
42465;42465;INCIDENTE;MARINGÁ;PR;SBMG;24/08/2010;08:20:00;0
42386;42386;ACIDENTE;VITÓRIA DA CONQUISTA;BA;SBQV;25/08/2010;17:40:00;3
42439;42439;INCIDENTE;CAMPINAS;SP;SBKP;25/08/2010;02:11:00;0
42602;42602;INCIDENTE;IPATINGA;MG;SBIP;25/08/2010;13:34:00;0
42448;42448;INCIDENTE;ALTA FLORESTA;MT;SBAT;26/08/2010;19:00:00;0
42451;42451;INCIDENTE;SÃO PAULO;SP;****;26/08/2010;11:05:00;0
42597;42597;INCIDENTE;BRASÍLIA;DF;****;27/08/2010;12:01:00;0
42603;42603;INCIDENTE;RIO DE JANEIRO;RJ;****;27/08/2010;13:27:00;0
42585;42585;INCIDENTE;CURITIBA;PR;****;28/08/2010;19:55:00;0
42587;42587;INCIDENTE;FORTALEZA;CE;SBFZ;28/08/2010;15:25:00;0
42606;42606;INCIDENTE GRAVE;PORTO ALEGRE;RS;****;28/08/2010;18:30:00;0
43258;43258;INCIDENTE;FORMOSA;GO;SWFR;28/08/2010;20:00:00;0
42589;42589;INCIDENTE;PALMAS;TO;SBPJ;29/08/2010;06:20:00;0
42588;42588;INCIDENTE;CAMPINAS;SP;SBKP;31/08/2010;22:24:00;0
42598;42598;INCIDENTE;RIO DE JANEIRO;RJ;****;31/08/2010;12:35:00;0
42595;42595;INCIDENTE;BRASÍLIA;DF;****;01/09/2010;20:10:00;0
42723;42723;ACIDENTE;BOA VISTA;RR;SBBV;01/09/2010;13:30:00;4
42735;42735;INCIDENTE;BELO HORIZONTE;MG;SBBH;01/09/2010;18:35:00;0
42601;42601;INCIDENTE;BRASÍLIA;DF;****;02/09/2010;14:23:00;0
42680;42680;INCIDENTE;BELO HORIZONTE;MG;SBBH;03/09/2010;22:45:00;0
42707;42707;INCIDENTE;GUARULHOS;SP;SBGR;03/09/2010;16:14:00;0
42592;42592;INCIDENTE;SÃO PAULO;SP;SBMT;04/09/2010;13:00:00;0
42738;42738;ACIDENTE;SÃO PAULO;SP;****;04/09/2010;18:30:00;0
42715;42715;INCIDENTE;JOÃO PESSOA;PB;SBJP;05/09/2010;08:10:00;0
42718;42718;INCIDENTE GRAVE;VERANÓPOLIS;RS;SSVN;08/09/2010;19:10:00;2
40823;40823;INCIDENTE GRAVE;PALMAS;PR;SSPS;09/09/2010;18:50:00;0
42717;42717;INCIDENTE;GOIÂNIA;GO;****;09/09/2010;19:06:00;0
43589;43589;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;09/09/2010;03:26:00;0
42758;42758;ACIDENTE;ITANHAÉM;SP;****;10/09/2010;14:45:00;1
42760;42760;INCIDENTE GRAVE;PIRACICABA;SP;SDPW;10/09/2010;11:10:00;0
42714;42714;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;****;11/09/2010;15:30:00;0
42716;42716;INCIDENTE;SANTARÉM;PA;SBSN;11/09/2010;16:30:00;0
42868;42868;INCIDENTE;RIO DE JANEIRO;RJ;****;11/09/2010;20:30:00;0
43043;43043;ACIDENTE;CAMBÉ;PR;****;11/09/2010;21:13:00;0
43171;43171;INCIDENTE;DIAMANTINA;MG;SNDT;12/09/2010;18:30:00;0
42757;42757;INCIDENTE GRAVE;SÃO PAULO;SP;SBSP;13/09/2010;19:05:00;0
42838;42838;INCIDENTE GRAVE;CURITIBA;PR;****;15/09/2010;20:30:00;0
42866;42866;INCIDENTE;BRASÍLIA;DF;SBBR;15/09/2010;13:09:00;0
42919;42919;ACIDENTE;ITAITUBA;PA;****;15/09/2010;18:10:00;9
42921;42921;ACIDENTE;SÃO FÉLIX DO XINGU;PA;****;15/09/2010;21:50:00;2
43042;43042;INCIDENTE GRAVE;CARAZINHO;RS;SSKZ;15/09/2010;20:00:00;0
43064;43064;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;15/09/2010;17:54:00;0
43061;43061;INCIDENTE;BRASÍLIA;DF;****;16/09/2010;14:50:00;0
42880;42880;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;SBJR;17/09/2010;13:55:00;0
42882;42882;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;SBJR;17/09/2010;18:46:00;0
43003;43003;ACIDENTE;JARDIM;MS;****;18/09/2010;18:30:00;0
43090;43090;INCIDENTE;UBERABA;MG;SBUR;18/09/2010;14:57:00;0
43572;43572;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;18/09/2010;18:40:00;0
43008;43008;INCIDENTE;GUARULHOS;SP;SBGR;19/09/2010;17:30:00;0
43044;43044;ACIDENTE;BLUMENAU;SC;****;19/09/2010;12:50:00;0
43002;43002;INCIDENTE;VITÓRIA;ES;****;20/09/2010;14:30:00;0
43086;43086;INCIDENTE;BAYEUX;PB;****;20/09/2010;23:00:00;0
42865;42865;INCIDENTE;POUSO ALEGRE;MG;****;21/09/2010;18:20:00;0
43063;43063;ACIDENTE;ALTO ALEGRE;RR;****;21/09/2010;17:10:00;2
43065;43065;INCIDENTE;BELO HORIZONTE;MG;****;21/09/2010;13:50:00;0
42999;42999;INCIDENTE GRAVE;SÃO LUÍS;MA;SBSL;22/09/2010;21:38:00;0
42987;42987;INCIDENTE;PALMAS;TO;SBPJ;23/09/2010;04:36:00;0
42994;42994;INCIDENTE;CUIABÁ;MT;****;23/09/2010;17:30:00;0
42883;42883;INCIDENTE;MANAUS;AM;****;24/09/2010;10:40:00;0
42986;42986;INCIDENTE;PALMAS;TO;SBPJ;24/09/2010;20:11:00;0
42997;42997;ACIDENTE;BELÉM;PA;SBJC;24/09/2010;18:10:00;6
43027;43027;INCIDENTE GRAVE;PORTO ALEGRE;RS;SBPA;24/09/2010;20:59:00;2
42991;42991;INCIDENTE;CUIABÁ;MT;****;25/09/2010;21:10:00;0
43062;43062;ACIDENTE;NOVO GAMA;GO;****;25/09/2010;16:30:00;1
42989;42989;INCIDENTE;TERESINA;PI;SBTE;26/09/2010;08:01:00;0
42990;42990;INCIDENTE;GUARULHOS;SP;SBGR;26/09/2010;22:32:00;0
42988;42988;INCIDENTE;SÃO PAULO;SP;SBMT;27/09/2010;19:50:00;0
43132;43132;INCIDENTE;MACAÉ;RJ;****;27/09/2010;16:53:00;0
43005;43005;INCIDENTE;VÁRZEA GRANDE;MT;SBCY;28/09/2010;14:45:00;0
43015;43015;INCIDENTE;RONDONÓPOLIS;MT;****;28/09/2010;10:15:00;0
43260;43260;INCIDENTE;CALDAS NOVAS;GO;****;28/09/2010;18:30:00;0
42984;42984;INCIDENTE;BELO HORIZONTE;MG;SBPR;29/09/2010;15:30:00;0
43007;43007;INCIDENTE;CONFINS;MG;SBCF;29/09/2010;03:43:00;0
43019;43019;INCIDENTE;RONDONÓPOLIS;MT;****;29/09/2010;11:30:00;0
43155;43155;INCIDENTE;LONDRINA;PR;****;29/09/2010;19:01:00;0
42983;42983;ACIDENTE;IMPERATRIZ;MA;****;30/09/2010;11:37:00;2
43023;43023;INCIDENTE GRAVE;ÓBIDOS;PA;****;30/09/2010;11:30:00;0
42980;42980;ACIDENTE;SÃO PAULO;SP;SBSP;01/10/2010;14:45:00;0
43021;43021;ACIDENTE;SÃO BORJA;RS;****;01/10/2010;11:30:00;0
43256;43256;ACIDENTE;RECIFE;PE;****;01/10/2010;20:20:00;1
42960;42960;INCIDENTE GRAVE;BELÉM;PA;SBJC;04/10/2010;16:42:00;0
42981;42981;INCIDENTE;PORTO ALEGRE;RS;SBPA;04/10/2010;23:00:00;0
43578;43578;INCIDENTE;RIO DE JANEIRO;RJ;****;04/10/2010;12:30:00;0
43685;43685;INCIDENTE;BRASÍLIA;DF;SBBR;04/10/2010;13:30:00;0
43022;43022;INCIDENTE;BEBEDOURO;SP;****;05/10/2010;16:00:00;0
43026;43026;INCIDENTE;FLORIANÓPOLIS;SC;SBFL;05/10/2010;19:30:00;0
43030;43030;INCIDENTE;GUARULHOS;SP;****;05/10/2010;23:45:00;0
43033;43033;INCIDENTE;RIO DE JANEIRO;RJ;****;05/10/2010;21:46:00;0
43070;43070;ACIDENTE;LUÍS EDUARDO MAGALHÃES;BA;*****;05/10/2010;13:30:00;0
43157;43157;INCIDENTE;SALVADOR;BA;SBSV;06/10/2010;00:25:00;0
43067;43067;INCIDENTE;BAURU;SP;SBBU;07/10/2010;20:00:00;0
43085;43085;INCIDENTE;UBERLÂNDIA;MG;SBUL;07/10/2010;10:27:00;0
43089;43089;ACIDENTE;COROMANDEL;MG;SNXT;07/10/2010;14:00:00;0
43082;43082;INCIDENTE;MACAÉ;RJ;****;10/10/2010;12:20:00;0
43156;43156;INCIDENTE;LONDRINA;PR;****;11/10/2010;13:40:00;0
43153;43153;ACIDENTE;MACAÉ;RJ;****;12/10/2010;19:00:00;0
43619;43619;INCIDENTE;JOÃO PESSOA;PB;SBJP;13/10/2010;14:55:00;0
43083;43083;INCIDENTE;BELO HORIZONTE;MG;SBBH;14/10/2010;13:07:00;0
43158;43158;INCIDENTE;RIBEIRÃO PRETO;SP;SBRP;14/10/2010;20:36:00;0
43095;43095;ACIDENTE;DIVINÓPOLIS;MG;****;16/10/2010;12:00:00;0
43093;43093;INCIDENTE;LONDRINA;PR;****;17/10/2010;18:30:00;0
43094;43094;INCIDENTE;AMERICANA;SP;****;17/10/2010;15:05:00;0
43259;43259;INCIDENTE;MANAUS;AM;****;18/10/2010;21:45:00;0
43257;43257;INCIDENTE;CAMPINAS;SP;SBKP;19/10/2010;02:40:00;0
43449;43449;ACIDENTE;CAMPO LARGO;PR;SSCF;19/10/2010;15:40:00;2
43684;43684;INCIDENTE;CAMPO GRANDE;MS;SSIE;21/10/2010;09:45:00;0
43318;43318;INCIDENTE;GUARULHOS;SP;SBGR;22/10/2010;20:10:00;0
43581;43581;INCIDENTE;MONTES CLAROS;MG;SBMK;22/10/2010;13:50:00;0
43700;43700;INCIDENTE;GOIÂNIA;GO;****;22/10/2010;11:00:00;0
43390;43390;ACIDENTE;PRADO;BA;****;23/10/2010;16:10:00;2
43524;43524;ACIDENTE;BOM JESUS DO AMPARO;MG;****;23/10/2010;03:00:00;0
43699;43699;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;23/10/2010;17:43:00;0
43697;43697;INCIDENTE;ITANHAÉM;SP;****;24/10/2010;14:40:00;0
43692;43692;INCIDENTE;SALVADOR;BA;SBSV;25/10/2010;15:20:00;0
43457;43457;INCIDENTE;SOROCABA;SP;****;27/10/2010;17:30:00;0
43333;43333;INCIDENTE;SÃO JOSÉ DO RIO PRETO;SP;SBSR;28/10/2010;16:10:00;0
43459;43459;INCIDENTE GRAVE;SÃO PAULO;SP;SBMT;28/10/2010;18:35:00;0
43335;43335;INCIDENTE;SÃO PAULO;SP;SBSP;30/10/2010;13:05:00;0
43467;43467;INCIDENTE;GUARULHOS;SP;SBGR;30/10/2010;21:49:00;0
43671;43671;INCIDENTE;CAMPO GRANDE;MS;SBCG;30/10/2010;14:20:00;0
43680;43680;INCIDENTE;CURITIBA;PR;SBCT;30/10/2010;10:25:00;0
43393;43393;ACIDENTE;ORIXIMINÁ;PA;****;31/10/2010;16:35:00;2
43407;43407;INCIDENTE;CONFINS;MG;SBCF;01/11/2010;03:00:00;0
43480;43480;ACIDENTE;PRIMAVERA;PE;****;03/11/2010;10:00:00;0
43450;43450;ACIDENTE;SÃO PAULO;SP;SBMT;04/11/2010;10:55:00;6
43365;43365;INCIDENTE;VITÓRIA;ES;SBVT;05/11/2010;09:06:00;0
43392;43392;ACIDENTE;SÃO FÉLIX DO XINGU;PA;****;05/11/2010;13:00:00;0
43451;43451;ACIDENTE;ARARAQUARA;SP;SBAQ;05/11/2010;22:36:00;0
43329;43329;INCIDENTE;IMPERATRIZ;MA;SBIZ;07/11/2010;19:30:00;0
43261;43261;INCIDENTE;SÃO PAULO;SP;****;08/11/2010;14:30:00;0
43290;43290;INCIDENTE;MACAÉ;RJ;SBME;08/11/2010;18:05:00;0
45168;45168;ACIDENTE;PORTO MURTINHO;MS;****;08/11/2010;18:25:00;0
43389;43389;ACIDENTE;ANDARAÍ;BA;****;09/11/2010;18:30:00;1
43503;43503;ACIDENTE;JOAÇABA;SC;****;09/11/2010;13:25:00;0
43678;43678;INCIDENTE;MANAUS;AM;****;10/11/2010;03:00:00;0
43403;43403;ACIDENTE;ARAÇATUBA;SP;****;13/11/2010;23:30:00;0
43794;43794;ACIDENTE;CAMPO LARGO;PR;****;13/11/2010;18:00:00;0
43446;43446;ACIDENTE;URUGUAIANA;RS;****;14/11/2010;11:30:00;2
43447;43447;INCIDENTE;VÁRZEA GRANDE;MT;****;14/11/2010;09:45:00;0
43620;43620;INCIDENTE;BELÉM;PA;****;14/11/2010;08:30:00;0
43404;43404;ACIDENTE;BRAGANÇA PAULISTA;SP;SBBP;15/11/2010;17:30:00;9
43262;43262;ACIDENTE;IVATÉ;PR;****;16/11/2010;09:30:00;7
43405;43405;INCIDENTE;SÃO PAULO;SP;****;16/11/2010;13:20:00;0
43406;43406;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;17/11/2010;20:30:00;0
43266;43266;ACIDENTE;TAPURAH;MT;****;18/11/2010;18:00:00;2
43268;43268;ACIDENTE;SORRISO;MT;****;18/11/2010;18:00:00;0
43282;43282;INCIDENTE GRAVE;CAMPO GRANDE;MS;SBCG;18/11/2010;23:08:00;0
43793;43793;INCIDENTE;GUARULHOS;SP;SBGR;18/11/2010;05:35:00;0
43790;43790;INCIDENTE;BELÉM;PA;****;19/11/2010;15:56:00;0
43283;43283;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;20/11/2010;13:02:00;0
43294;43294;ACIDENTE;GOIÂNIA;GO;****;22/11/2010;18:30:00;9
43289;43289;INCIDENTE;SÃO LUÍS;MA;SBSL;23/11/2010;02:55:00;0
43263;43263;INCIDENTE;ARAPONGAS;PR;SSOG;24/11/2010;14:20:00;0
43264;43264;INCIDENTE GRAVE;BROTAS;SP;****;24/11/2010;19:10:00;0
43321;43321;ACIDENTE;ITAPORÃ;MS;****;25/11/2010;12:20:00;0
43325;43325;INCIDENTE;MANAUS;AM;SBEG;25/11/2010;13:20:00;0
43538;43538;INCIDENTE;CAMPINAS;SP;SBKP;25/11/2010;08:44:00;0
43288;43288;INCIDENTE;VIAMÃO;RS;****;28/11/2010;18:30:00;0
43361;43361;ACIDENTE;PASSO FUNDO;RS;SBPF;30/11/2010;18:20:00;2
43350;43350;INCIDENTE;BELÉM;PA;****;01/12/2010;20:30:00;0
43384;43384;INCIDENTE;LAGES;SC;****;01/12/2010;19:00:00;0
43385;43385;INCIDENTE;JOINVILLE;SC;SBJV;01/12/2010;17:50:00;0
43603;43603;INCIDENTE;SÃO PAULO;SP;SBSP;01/12/2010;17:56:00;0
43348;43348;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;SBCT;02/12/2010;19:58:00;0
43374;43374;INCIDENTE;UBERLÂNDIA;MG;SBUL;02/12/2010;22:50:00;0
43383;43383;INCIDENTE;BELO HORIZONTE;MG;SBBH;03/12/2010;01:20:00;0
43452;43452;ACIDENTE;OLÍMPIA;SP;****;03/12/2010;12:00:00;0
43466;43466;INCIDENTE;ALAGOINHAS;BA;****;03/12/2010;23:25:00;0
43610;43610;INCIDENTE;MACAÉ;RJ;SBME;04/12/2010;20:43:00;0
43414;43414;INCIDENTE;MANAUS;AM;****;05/12/2010;14:55:00;0
43465;43465;INCIDENTE;ARARAQUARA;SP;****;05/12/2010;00:27:00;0
43461;43461;INCIDENTE;BRASÍLIA;DF;****;08/12/2010;22:00:00;0
43668;43668;INCIDENTE GRAVE;ELDORADO DO SUL;RS;SIXE;08/12/2010;15:40:00;0
43455;43455;ACIDENTE;BOM JESUS DO GALHO;MG;****;09/12/2010;21:30:00;1
43463;43463;INCIDENTE GRAVE;GOIÂNIA;GO;****;09/12/2010;14:35:00;1
43464;43464;INCIDENTE;SINOP;MT;****;10/12/2010;13:23:00;0
43534;43534;INCIDENTE;PARNAMIRIM;RN;****;10/12/2010;13:45:00;0
43667;43667;INCIDENTE;ARACAJU;SE;****;10/12/2010;20:25:00;0
43458;43458;INCIDENTE GRAVE;ÁGUA BRANCA;AL;****;11/12/2010;11:00:00;0
43727;43727;ACIDENTE;PIACATU;SP;****;11/12/2010;03:00:00;0
43454;43454;ACIDENTE;LONDRINA;PR;****;12/12/2010;23:33:00;6
43527;43527;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;12/12/2010;19:00:00;0
43462;43462;INCIDENTE GRAVE;RIO DE JANEIRO;RJ;SBGL;13/12/2010;11:00:00;0
43472;43472;ACIDENTE;PICOS;PI;SNPC;13/12/2010;12:30:00;5
43473;43473;INCIDENTE GRAVE;ITAITUBA;PA;###!;13/12/2010;19:25:00;0
43471;43471;ACIDENTE;SÃO PAULO;SP;****;14/12/2010;20:15:00;11
43721;43721;ACIDENTE;CRATEÚS;CE;SNWS;15/12/2010;09:00:00;4
43802;43802;INCIDENTE;LONDRINA;PR;SBLO;15/12/2010;21:30:00;0
43470;43470;INCIDENTE;SALVADOR;BA;SBSV;16/12/2010;19:30:00;0
43531;43531;INCIDENTE;MACAPÁ;AP;****;16/12/2010;23:20:00;0
43725;43725;ACIDENTE;FORMOSA;GO;SWFR;18/12/2010;20:00:00;0
43921;43921;ACIDENTE;RIO DE JANEIRO;RJ;****;18/12/2010;13:15:00;0
43474;43474;INCIDENTE GRAVE;BELO HORIZONTE;MG;SBPR;20/12/2010;22:30:00;0
43555;43555;INCIDENTE;BELO HORIZONTE;MG;SBBH;20/12/2010;20:00:00;0
43719;43719;ACIDENTE;ARACAJU;SE;SNAU;21/12/2010;13:03:00;9
43842;43842;INCIDENTE;ARACAJU;SE;SNAU;22/12/2010;11:35:00;0
43722;43722;ACIDENTE;CAJOBI;SP;****;23/12/2010;11:00:00;0
44527;44527;INCIDENTE;SALVADOR;BA;****;23/12/2010;22:20:00;0
43547;43547;INCIDENTE;PORTO SEGURO;BA;SBPS;24/12/2010;14:58:00;0
43548;43548;INCIDENTE;SÃO PAULO;SP;SBSP;26/12/2010;22:10:00;0
43551;43551;INCIDENTE;RECIFE;PE;SBRF;27/12/2010;13:50:00;0
43754;43754;INCIDENTE;BELÉM;PA;SBBE;27/12/2010;12:25:00;0
43806;43806;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;****;28/12/2010;16:02:00;0
43724;43724;ACIDENTE;COSMÓPOLIS;SP;****;29/12/2010;12:00:00;0
43726;43726;ACIDENTE;ALEGRETE;RS;****;29/12/2010;10:35:00;6
43730;43730;INCIDENTE;VITÓRIA;ES;****;30/12/2010;18:10:00;0
43975;43975;INCIDENTE;ARRAIAL DO CABO;RJ;****;30/12/2010;14:28:00;0
43633;43633;INCIDENTE GRAVE;RIBEIRÃO PRETO;SP;SBRP;01/01/2011;19:35:00;10
43817;43817;INCIDENTE;VÁRZEA GRANDE;MT;SBCY;01/01/2011;11:00:00;0
43643;43643;INCIDENTE;RIO DE JANEIRO;RJ;SBJR;02/01/2011;17:18:00;0
43658;43658;ACIDENTE;CORUPÁ;SC;****;03/01/2011;12:00:00;4
43648;43648;INCIDENTE;TELÊMACO BORBA;PR;****;04/01/2011;15:20:00;0
43628;43628;ACIDENTE;CAIRU;BA;SDLO;05/01/2011;19:40:00;0
43631;43631;INCIDENTE;CONFINS;MG;SBCF;05/01/2011;15:36:00;0
43642;43642;INCIDENTE;BAURU;SP;SBBU;05/01/2011;22:06:00;0
43630;43630;INCIDENTE;COLINA;SP;****;06/01/2011;11:30:00;0
43715;43715;INCIDENTE;RIO DE JANEIRO;RJ;****;06/01/2011;19:58:00;0
45329;45329;ACIDENTE;CAIAPÔNIA;GO;****;06/01/2011;12:00:00;0
43629;43629;ACIDENTE;MOGI DAS CRUZES;SP;****;07/01/2011;15:45:00;0
43637;43637;INCIDENTE;SÃO JOSÉ DOS PINHAIS;PR;****;09/01/2011;21:32:00;0
43639;43639;INCIDENTE;SÃO PAULO;SP;****;09/01/2011;18:58:00;0
43652;43652;INCIDENTE;RIO DE JANEIRO;RJ;****;09/01/2011;21:30:00;0
43811;43811;INCIDENTE;PATOS DE MINAS;MG;****;09/01/2011;13:30:00;0
43818;43818;INCIDENTE;BELÉM;PA;SBBE;09/01/2011;19:15:00;0
43829;43829;INCIDENTE;RIO DE JANEIRO;RJ;SBRJ;09/01/2011;18:15:00;0
43649;43649;INCIDENTE;NÃO IDENTIFICADA;PE;****;10/01/2011;03:00:00;0
43653;43653;INCIDENTE;VITÓRIA;ES;****;10/01/2011;14:15:00;0
43779;43779;INCIDENTE;CAMPINAS;SP;****;10/01/2011;16:35:00;0
44007;44007;INCIDENTE;CAMPOS DOS GOYTACAZES;RJ;****;10/01/2011;18:18:00;0
43634;43634;INCIDENTE;MARÍLIA;SP;SBML;11/01/2011;09:10:00;0
43656;43656;ACIDENTE;MARICÁ;RJ;****;11/01/2011;15:45:00;0
43657;43657;ACIDENTE;DOM PEDRITO;RS;****;11/01/2011;19:30:00;3
43705;43705;ACIDENTE;SENADOR CANEDO;GO;****;14/01/2011;20:10:00;3
43738;43738;INCIDENTE;ITIRAPINA;SP;****;14/01/2011;21:00:00;0
43838;43838;INCIDENTE;SÃO LUÍS;MA;****;14/01/2011;17:45:00;0
43703;43703;ACIDENTE;CAMPO VERDE;MT;****;15/01/2011;19:00:00;0
43704;43704;ACIDENTE;MOSTARDAS;RS;****;17/01/2011;16:00:00;9
43742;43742;INCIDENTE;NOVA FRIBURGO;RJ;****;18/01/2011;16:55:00;0
43706;43706;ACIDENTE;ENVIRA;AM;****;19/01/2011;22:10:00;7
43752;43752;ACIDENTE;SÃO JOSÉ DO RIO PRETO;SP;****;19/01/2011;11:30:00;0
44052;44052;INCIDENTE;GOIÂNIA;GO;SBGO;19/01/2011;11:09:00;0
43707;43707;INCIDENTE;CAMPINAS;SP;SBKP;20/01/2011;14:23:00;0
43711;43711;INCIDENTE;RIO BRANCO;AC;****;20/01/2011;17:58:00;0
44055;44055;INCIDENTE;SÃO LUÍS;MA;SBSL;20/01/2011;19:39:00;0
43702;43702;ACIDENTE;RIO BRANCO;AC;****;21/01/2011;17:35:00;8
43735;43735;INCIDENTE;RIBEIRÃO PRETO;SP;****;21/01/2011;21:38:00;0
43904;43904;INCIDENTE;SÃO RAIMUNDO NONATO;PI;SNGG;22/01/2011;18:30:00;0
43731;43731;ACIDENTE;PORTO ALEGRE;RS;****;23/01/2011;10:53:00;3
44008;44008;INCIDENTE;PARNAMIRIM;RN;SBNT;23/01/2011;18:09:00;0
43831;43831;INCIDENTE;RIO DE JANEIRO;RJ;****;24/01/2011;17:30:00;0
43776;43776;ACIDENTE;ALTO GARÇAS;MT;SWDC;25/01/2011;14:40:00;3
43764;43764;INCIDENTE;LONDRINA;PR;SBLO;26/01/2011;12:40:00;0
43767;43767;INCIDENTE;BELO HORIZONTE;MG;****;26/01/2011;15:30:00;0
43732;43732;INCIDENTE GRAVE;PAUINI;AM;SWUI;27/01/2011;21:30:00;1
43733;43733;INCIDENTE;GUARULHOS;SP;****;27/01/2011;17:00:00;0
43910;43910;INCIDENTE GRAVE;MANDAGUAÇU;PR;****;27/01/2011;15:50:00;0
43775;43775;ACIDENTE;LONDRINA;PR;****;28/01/2011;21:45:00;0
43778;43778;ACIDENTE;CAMPO GRANDE;MS;****;28/01/2011;20:50:00;5
43837;43837;INCIDENTE;SALVADOR;BA;SBSV;29/01/2011;14:00:00;0
